Time,0,1
0,0,0
1,9.360539483518298,9.360539483518298
2,18.792622383104767,18.792622383104767
3,28.296248698759406,28.296248698759406
4,36.39831539483255,36.39831539483255
5,44.56091882757877,44.56091882757877
6,56.65308511259653,54.27917539143792
7,68.8342709535408,62.56285229753027
8,80.16061439680611,73.1827605701408
9,89.66771051434246,82.35157916589188
10,103.07351229296805,90.04729472599328
11,115.6107763576183,97.7980436830702
12,126.29455480579864,108.72613897874362
13,141.9441587153411,118.94519945507997
14,155.73342935026545,127.6526335178838
15,171.60215832055007,135.6235160628628
16,187.58044982120578,145.2546151932082
17,200.65183122141502,155.75984933381721
18,212.79989364246342,164.7094303433133
19,222.991755574819,172.90044647619436
20,238.38226334557527,182.84381173156567
21,248.7110784408947,195.84172997961656
22,259.10837011769604,205.8951620289389
23,273.7604456792926,216.00362747523675
24,286.40153948701084,229.21617597149216
25,301.2453494767568,240.45656143576596
26,317.2521464808504,252.78484020043527
27,323.1105531565734,264.1462991380552
28,340.403595021682,275.5682948123482
29,351.2802227688568,287.0508272233143
30,365.50885839611055,300.6926362159787
31,380.9278716703047,311.24136883808075
32,397.55095790773555,321.84513485715826
33,413.161705610079,332.5039342732113
34,431.1121226574141,347.5033002114513
35,449.17210223512024,357.0179618935175
36,463.93485519793296,368.5015959883676
37,477.6441836767692,378.1263244643849
38,491.43568405338374,389.7420387119762
39,500,399.4768339819445
40,500,412.2036112489714
41,500,422.04847331289074
42,500,435.9083269581435
43,500,447.8542415875879
44,500,461.86818874437216
45,500,471.93318439619355
46,500,485.08922215962957
47,500,496.28179084997925
48,500,500
